id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
659.0,yes,adult,534784.0,37.2,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,none,more_1_liter,2.0,decreased,normal,37.0,75.0,cloudy,2.0,no,2322.0,0.0,0.0,no
660.0,yes,adult,5297159.0,37.8,84.0,36.0,,,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,normal,distend_large,32.0,6.0,cloudy,4.3,yes,5206.0,0.0,0.0,no
661.0,yes,adult,529160.0,37.8,72.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,,more_1_liter,2.0,decreased,distend_small,52.0,75.0,serosanguious,2.0,yes,3205.0,0.0,0.0,no
662.0,yes,adult,533696.0,38.7,88.0,24.0,cold,,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,,,46.0,75.0,cloudy,1.0,no,3205.0,0.0,0.0,no
663.0,no,adult,529865.0,37.7,52.0,16.0,normal,normal,bright_pink,less_3_sec,alert,,none,slight,more_1_liter,5.7,normal,firm,28.0,6.5,clear,5.3,no,0.0,0.0,0.0,yes
664.0,yes,adult,529865.0,38.0,72.0,30.0,normal,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,none,slight,none,3.5,normal,distend_large,37.0,4.5,serosanguious,3.5,yes,6209.0,0.0,0.0,yes
665.0,yes,adult,534519.0,39.3,84.0,40.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,,,more_1_liter,2.0,absent,distend_large,75.0,81.0,cloudy,2.0,no,1400.0,0.0,0.0,no
666.0,yes,adult,529849.0,38.6,54.0,14.0,normal,normal,pale_pink,less_3_sec,mild_pain,normal,slight,slight,none,7.0,increased,normal,38.0,6.3,clear,3.9,yes,5400.0,0.0,0.0,yes
667.0,yes,adult,529424.0,38.4,80.0,24.0,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,7.5,absent,distend_small,52.0,6.5,serosanguious,4.3,yes,4205.0,0.0,0.0,no
668.0,no,adult,528890.0,37.5,108.0,16.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.4,absent,distend_large,54.0,7.5,cloudy,4.7,yes,11300.0,0.0,0.0,yes
669.0,no,adult,533736.0,38.6,100.0,68.0,normal,,pale_pink,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,52.0,80.0,serosanguious,2.0,yes,3205.0,0.0,0.0,no
670.0,no,adult,530028.0,38.1,112.0,24.0,cold,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,60.0,7.5,cloudy,2.6,no,2300.0,0.0,0.0,yes
671.0,yes,adult,529172.0,38.1,84.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.4,increased,distend_small,33.0,7.4,serosanguious,1.3,yes,2112.0,0.0,0.0,yes
672.0,yes,adult,534784.0,37.5,72.0,30.0,cold,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,none,more_1_liter,2.0,normal,distend_large,52.0,75.0,serosanguious,2.0,yes,3205.0,0.0,0.0,no
673.0,yes,adult,530693.0,38.6,40.0,24.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,absent,distend_large,42.0,6.6,cloudy,2.0,yes,31110.0,0.0,0.0,yes
674.0,yes,adult,528548.0,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,none,none,3.0,normal,distend_large,44.0,6.0,cloudy,3.6,yes,31110.0,0.0,0.0,no
675.0,no,adult,527365.0,38.0,80.0,30.0,warm,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,45.0,8.1,serosanguious,2.2,no,3207.0,0.0,0.0,yes
676.0,yes,adult,535208.0,39.2,108.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,distend_small,moderate,significant,more_1_liter,2.0,,distend_small,55.0,85.0,serosanguious,2.0,yes,3209.0,0.0,0.0,no
677.0,yes,adult,530255.0,38.5,88.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.5,absent,distend_small,47.0,7.5,cloudy,4.5,yes,3205.0,0.0,0.0,no
678.0,yes,adult,5301219.0,40.3,60.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,less_1_liter,4.5,,normal,46.0,7.2,serosanguious,2.6,yes,1400.0,0.0,0.0,no
679.0,yes,adult,528178.0,37.6,88.0,20.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,3.0,normal,,68.0,7.2,serosanguious,4.1,yes,2205.0,0.0,0.0,no
680.0,no,adult,529304.0,38.0,40.0,28.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,4.5,increased,firm,49.0,7.2,clear,5.0,no,0.0,0.0,0.0,no
681.0,no,adult,534626.0,37.8,52.0,16.0,warm,reduced,normal_pink,more_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,2.0,normal,,52.0,7.5,cloudy,2.0,no,4206.0,0.0,0.0,yes
682.0,no,adult,528890.0,38.3,54.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.0,decreased,firm,36.0,6.6,clear,3.5,no,0.0,0.0,0.0,yes
683.0,yes,adult,534787.0,38.6,60.0,16.0,warm,normal,pale_pink,less_3_sec,,hypomotile,slight,slight,more_1_liter,4.0,,distend_large,39.0,60.0,serosanguious,2.0,yes,3207.0,0.0,0.0,yes
684.0,yes,adult,533928.0,36.5,84.0,40.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,significant,none,2.0,decreased,distend_large,37.5,75.0,serosanguious,1.0,yes,7111.0,0.0,0.0,no
685.0,yes,adult,527544.0,38.2,52.0,12.0,cold,,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,none,7.0,decreased,distend_small,45.0,8.6,serosanguious,3.6,yes,2206.0,0.0,0.0,yes
686.0,yes,adult,533836.0,39.2,98.0,28.0,cold,reduced,normal_pink,less_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,65.0,64.0,cloudy,2.0,yes,2205.0,0.0,0.0,no
687.0,yes,adult,530360.0,38.4,60.0,40.0,warm,normal,,less_3_sec,severe_pain,hypomotile,slight,,less_1_liter,4.5,absent,distend_small,50.0,4.7,serosanguious,4.1,yes,2208.0,0.0,0.0,yes
688.0,no,adult,533696.0,37.8,44.0,12.0,cool,reduced,normal_pink,less_3_sec,alert,hypomotile,moderate,none,less_1_liter,6.5,normal,normal,34.0,65.0,clear,1.0,no,3111.0,0.0,0.0,yes
689.0,yes,adult,529461.0,38.5,88.0,12.0,warm,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,significant,less_1_liter,4.0,absent,distend_small,40.0,6.6,serosanguious,3.2,yes,2208.0,0.0,0.0,yes
690.0,no,adult,529399.0,37.2,88.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,significant,less_1_liter,4.0,absent,distend_small,45.0,5.5,serosanguious,4.3,yes,2208.0,0.0,0.0,yes
691.0,yes,adult,529461.0,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,3205.0,0.0,0.0,no
692.0,no,adult,527702.0,37.7,84.0,20.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,,more_1_liter,6.0,,,52.0,6.0,serosanguious,3.9,yes,2209.0,0.0,0.0,no
693.0,yes,adult,5299253.0,37.4,54.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,none,3.0,increased,distend_large,44.0,6.1,serosanguious,2.6,yes,2113.0,0.0,0.0,no
694.0,yes,adult,527544.0,38.4,124.0,40.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,,more_1_liter,7.5,normal,,57.0,8.5,serosanguious,7.0,no,2112.0,0.0,0.0,yes
695.0,no,young,529498.0,40.3,114.0,36.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,,,4.3,absent,,50.0,8.1,serosanguious,7.0,no,4205.0,0.0,0.0,yes
696.0,no,adult,529424.0,38.3,52.0,20.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,more_1_liter,5.4,normal,normal,43.0,6.4,clear,7.2,no,0.0,0.0,0.0,yes
697.0,yes,adult,530239.0,38.2,48.0,32.0,normal,,bright_pink,less_3_sec,alert,hypomotile,none,slight,none,3.0,decreased,other,47.0,7.5,cloudy,2.6,yes,3113.0,0.0,0.0,no
698.0,yes,adult,527563.0,38.2,66.0,12.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_small,30.0,6.6,cloudy,3.6,yes,31110.0,0.0,0.0,yes
699.0,yes,adult,534163.0,37.9,92.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,2.0,normal,distend_large,65.0,50.0,serosanguious,2.0,yes,3205.0,0.0,0.0,no
700.0,no,adult,533692.0,38.0,44.0,16.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,decreased,normal,33.0,63.0,clear,3.4,no,2300.0,0.0,0.0,yes
701.0,yes,adult,534293.0,38.0,88.0,20.0,,,dark_cyanotic,less_3_sec,,hypomotile,moderate,significant,more_1_liter,2.0,,distend_small,65.0,82.0,,1.0,no,2209.0,0.0,0.0,no
702.0,no,adult,530242.0,38.4,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,none,,7.5,decreased,normal,59.0,8.2,cloudy,2.6,no,4300.0,0.0,0.0,yes
703.0,yes,adult,5287179.0,37.2,68.0,16.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,significant,none,7.0,decreased,distend_large,48.0,8.6,serosanguious,6.3,yes,4205.0,0.0,0.0,yes
704.0,yes,adult,533696.0,38.0,129.0,30.0,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,,,64.0,82.0,serosanguious,2.0,no,1400.0,0.0,0.0,no
705.0,yes,adult,528461.0,38.0,112.0,44.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,4.4,decreased,distend_large,60.0,6.1,cloudy,2.8,yes,4205.0,3111.0,2209.0,yes
706.0,no,adult,529373.0,38.6,48.0,32.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,none,6.5,,other,49.0,7.3,clear,2.0,no,3111.0,0.0,0.0,yes
707.0,yes,adult,530001.0,38.5,96.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,none,less_1_liter,6.5,absent,distend_small,63.0,6.7,serosanguious,3.4,yes,2208.0,0.0,0.0,no
708.0,yes,adult,5290409.0,38.5,64.0,36.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.0,absent,distend_small,48.0,7.5,,2.0,yes,2208.0,0.0,0.0,no
709.0,no,adult,534478.0,37.2,108.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,mild_pain,,none,slight,more_1_liter,2.0,,distend_small,53.0,51.0,serosanguious,2.0,no,2208.0,0.0,0.0,no
710.0,yes,adult,534519.0,38.5,86.0,51.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,severe,,more_1_liter,2.0,absent,,65.0,75.0,serosanguious,2.0,yes,2205.0,0.0,0.0,no
711.0,yes,adult,528570.0,37.5,60.0,30.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.5,,distend_small,35.0,6.0,cloudy,2.0,yes,2209.0,0.0,0.0,no
712.0,yes,adult,529461.0,38.3,112.0,14.0,cool,normal,bright_red,less_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,2208.0,0.0,0.0,no
713.0,no,adult,529461.0,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,none,7.0,normal,,57.0,7.4,serosanguious,4.5,yes,2205.0,0.0,0.0,yes
714.0,yes,adult,533942.0,38.2,76.0,20.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,7.0,,distend_large,46.0,46.0,clear,2.0,yes,3205.0,0.0,0.0,yes
715.0,yes,adult,528620.0,36.0,100.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,significant,more_1_liter,5.5,absent,distend_large,57.0,7.5,serosanguious,2.0,yes,2205.0,0.0,0.0,no
716.0,yes,adult,528548.0,38.6,68.0,14.0,cold,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,3.0,absent,distend_small,50.0,7.5,serosanguious,3.6,yes,2124.0,0.0,0.0,yes
717.0,no,adult,530366.0,38.4,150.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,48.0,6.5,serosanguious,2.0,no,1400.0,0.0,0.0,no
718.0,yes,adult,527518.0,36.2,114.0,36.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,none,none,more_1_liter,6.5,normal,normal,45.0,7.5,cloudy,1.3,yes,11400.0,0.0,0.0,no
719.0,yes,young,5290402.0,39.8,120.0,20.0,cold,absent,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,,more_1_liter,4.0,,,36.0,4.9,serosanguious,5.0,yes,2205.0,0.0,0.0,no
720.0,yes,adult,534756.0,40.3,64.0,36.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,none,none,1.0,decreased,distend_small,41.0,54.0,serosanguious,2.0,yes,2209.0,0.0,0.0,no
721.0,no,adult,530242.0,38.3,130.0,52.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.5,decreased,,63.0,7.5,serosanguious,3.9,yes,3205.0,0.0,0.0,no
722.0,yes,adult,534938.0,38.3,88.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,,distend_large,53.0,75.0,cloudy,2.0,no,3205.0,0.0,0.0,no
723.0,yes,adult,528742.0,38.4,132.0,20.0,,reduced,bright_red,more_3_sec,depressed,absent,slight,slight,none,5.0,absent,distend_small,69.0,8.6,serosanguious,4.8,yes,2112.0,0.0,0.0,no
724.0,yes,adult,534756.0,38.0,104.0,24.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,41.0,60.0,serosanguious,2.0,yes,2205.0,0.0,0.0,yes
725.0,yes,adult,529640.0,38.6,72.0,30.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.5,,,45.0,6.2,cloudy,3.3,yes,2208.0,0.0,0.0,yes
726.0,yes,adult,5288249.0,39.3,60.0,16.0,cool,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,7.0,absent,distend_small,37.0,4.7,serosanguious,3.4,yes,7111.0,0.0,0.0,yes
727.0,yes,adult,535240.0,38.3,96.0,36.0,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,,more_1_liter,2.0,absent,distend_large,65.0,69.0,serosanguious,2.0,yes,3205.0,0.0,0.0,yes
728.0,yes,adult,528641.0,38.5,66.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,none,none,none,3.5,decreased,distend_small,44.0,7.6,cloudy,4.3,yes,2112.0,0.0,0.0,yes
729.0,yes,adult,529272.0,38.1,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,normal,distend_small,39.0,6.6,cloudy,4.2,no,2205.0,0.0,0.0,yes
730.0,yes,young,528702.0,39.4,114.0,36.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,none,none,4.4,decreased,,50.0,7.0,serosanguious,3.9,yes,2209.0,0.0,0.0,yes
731.0,no,adult,529796.0,38.6,50.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,3.0,decreased,firm,43.0,7.5,cloudy,2.6,no,3111.0,0.0,0.0,yes
732.0,yes,adult,529667.0,39.3,129.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,none,2.0,absent,distend_small,57.0,46.0,serosanguious,2.0,yes,2113.0,0.0,0.0,yes
733.0,yes,adult,534787.0,37.1,96.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,41.0,81.0,serosanguious,2.0,yes,2205.0,0.0,0.0,no
734.0,yes,adult,534925.0,38.2,76.0,24.0,cool,normal,bright_red,less_3_sec,,absent,none,slight,more_1_liter,2.0,,distend_small,75.0,81.0,clear,2.0,yes,2112.0,0.0,0.0,no
735.0,yes,adult,529518.0,37.9,50.0,16.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,38.0,6.6,clear,3.0,yes,3115.0,0.0,0.0,no
736.0,yes,adult,528548.0,38.1,66.0,16.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,none,3.0,absent,distend_small,50.0,6.7,,3.6,yes,2124.0,0.0,0.0,no
737.0,no,adult,528996.0,38.0,54.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,more_1_liter,5.0,normal,distend_large,42.0,6.6,clear,5.0,no,0.0,0.0,0.0,yes
738.0,yes,adult,534519.0,37.7,84.0,32.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,decreased,distend_small,75.0,81.0,,1.0,no,0.0,0.0,0.0,no
739.0,yes,adult,530242.0,38.2,64.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.4,decreased,distend_small,47.0,7.4,cloudy,3.4,yes,2209.0,0.0,0.0,no
740.0,yes,adult,533871.0,38.0,86.0,24.0,,reduced,pale_pink,less_3_sec,,hypomotile,moderate,,more_1_liter,2.0,,distend_large,55.0,65.0,cloudy,1.0,no,7209.0,0.0,0.0,no
741.0,yes,adult,528469.0,38.1,52.0,24.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_small,54.0,7.5,clear,2.0,yes,2112.0,0.0,0.0,no
742.0,no,adult,530334.0,38.3,52.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.5,decreased,firm,35.0,6.5,cloudy,5.0,no,0.0,0.0,0.0,yes
743.0,no,adult,529777.0,39.1,88.0,32.0,normal,normal,dark_cyanotic,more_3_sec,depressed,absent,none,slight,less_1_liter,7.0,absent,distend_small,68.0,7.0,clear,3.6,yes,2206.0,0.0,0.0,no
744.0,yes,adult,528548.0,38.3,60.0,18.0,normal,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,none,3.0,absent,distend_small,43.0,8.1,clear,3.6,yes,2124.0,0.0,0.0,yes
745.0,yes,adult,534784.0,36.0,108.0,30.0,cool,reduced,normal_pink,less_3_sec,extreme_pain,absent,severe,none,more_1_liter,2.0,absent,distend_large,66.0,81.0,serosanguious,2.0,yes,11400.0,0.0,0.0,yes
746.0,yes,adult,529493.0,38.4,104.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.2,normal,distend_small,47.0,7.0,clear,3.6,yes,2209.0,0.0,0.0,yes
747.0,yes,adult,534293.0,37.2,96.0,16.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,none,none,more_1_liter,2.0,,distend_small,52.0,82.0,serosanguious,2.0,yes,2209.0,0.0,0.0,no
748.0,no,adult,530431.0,37.5,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,none,7.0,normal,,48.0,8.5,clear,1.3,no,2113.0,0.0,0.0,yes
749.0,yes,adult,528247.0,39.6,66.0,14.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,44.0,6.5,cloudy,2.6,yes,2208.0,0.0,0.0,no
750.0,yes,young,5292489.0,38.8,84.0,40.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,increased,normal,47.0,8.0,cloudy,3.9,yes,7111.0,0.0,0.0,no
751.0,yes,adult,529386.0,38.5,112.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,7.0,absent,distend_large,52.0,6.4,serosanguious,4.9,yes,9400.0,0.0,0.0,no
752.0,yes,adult,528641.0,38.1,66.0,20.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,none,4.3,normal,distend_large,45.0,7.5,cloudy,2.6,yes,6111.0,0.0,0.0,yes
753.0,no,adult,535381.0,39.4,86.0,21.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,75.0,cloudy,2.0,yes,3205.0,0.0,0.0,no
754.0,yes,adult,529667.0,38.3,48.0,12.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.3,absent,distend_small,46.0,6.1,cloudy,2.6,yes,2205.0,0.0,0.0,no
755.0,no,adult,528890.0,38.9,54.0,24.0,normal,normal,pale_pink,less_3_sec,alert,normal,slight,slight,,7.0,normal,normal,49.0,8.5,cloudy,8.0,no,0.0,0.0,0.0,yes
756.0,yes,adult,535166.0,38.2,130.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,,more_1_liter,2.0,decreased,normal,46.0,66.0,serosanguious,2.0,yes,5111.0,0.0,0.0,no
757.0,yes,adult,529183.0,38.3,56.0,84.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,1.5,absent,distend_small,36.0,6.5,cloudy,3.6,yes,7111.0,0.0,0.0,yes
758.0,yes,adult,535043.0,39.0,100.0,51.0,cold,absent,dark_cyanotic,less_3_sec,depressed,absent,none,none,less_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2113.0,0.0,0.0,no
759.0,yes,adult,528523.0,37.1,72.0,44.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_small,43.0,4.5,serosanguious,3.6,yes,2208.0,0.0,0.0,yes
760.0,yes,adult,5290409.0,38.0,86.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,none,more_1_liter,4.5,absent,distend_large,65.0,7.6,serosanguious,3.4,yes,3205.0,0.0,0.0,no
761.0,no,adult,534787.0,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,slight,none,2.0,decreased,,37.0,75.0,,1.0,no,3111.0,0.0,0.0,no
762.0,yes,adult,5292489.0,38.4,84.0,32.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,none,slight,more_1_liter,7.0,decreased,firm,43.0,8.8,cloudy,5.3,yes,6111.0,0.0,0.0,yes
763.0,yes,adult,534917.0,38.8,44.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.4,absent,distend_small,40.0,67.0,cloudy,2.0,yes,2209.0,0.0,0.0,yes
764.0,no,adult,528996.0,38.5,52.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,distend_large,36.0,6.6,clear,5.0,no,0.0,0.0,0.0,yes
765.0,yes,adult,529667.0,39.5,64.0,40.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,7.0,decreased,firm,39.0,6.5,cloudy,7.5,no,0.0,0.0,0.0,no
766.0,yes,adult,535137.0,39.3,100.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,none,none,more_1_liter,2.0,,distend_small,66.0,66.0,serosanguious,2.0,yes,2113.0,0.0,0.0,no
767.0,yes,adult,530478.0,37.6,42.0,40.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,41.0,6.6,cloudy,4.1,yes,3205.0,0.0,0.0,yes
768.0,yes,adult,533942.0,38.7,100.0,51.0,cool,absent,pale_pink,less_3_sec,depressed,absent,none,slight,more_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2205.0,0.0,0.0,yes
769.0,yes,adult,529135.0,38.3,84.0,24.0,normal,normal,bright_red,less_3_sec,depressed,absent,severe,none,more_1_liter,5.0,absent,distend_large,45.0,6.5,clear,4.9,yes,3205.0,0.0,0.0,no
770.0,no,adult,530242.0,37.2,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.0,decreased,firm,52.0,8.4,,7.4,yes,2207.0,0.0,0.0,no
771.0,yes,adult,528702.0,38.3,66.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,44.0,6.0,serosanguious,3.6,yes,2208.0,0.0,0.0,yes
772.0,yes,adult,533968.0,38.0,64.0,80.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_small,46.0,75.0,cloudy,1.0,yes,2113.0,0.0,0.0,no
773.0,yes,adult,5294369.0,36.6,60.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,3.0,absent,distend_large,73.0,7.5,serosanguious,3.4,yes,4205.0,0.0,0.0,yes
774.0,yes,adult,527365.0,38.0,80.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,significant,more_1_liter,5.3,decreased,distend_large,68.0,4.5,cloudy,3.9,yes,7111.0,0.0,0.0,yes
775.0,yes,adult,528469.0,37.1,60.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,7.0,absent,distend_small,53.0,7.5,serosanguious,2.6,yes,2209.0,0.0,0.0,no
776.0,yes,adult,533696.0,37.1,60.0,12.0,cool,normal,pale_pink,less_3_sec,,absent,moderate,significant,less_1_liter,2.0,,,51.0,65.0,serosanguious,2.0,yes,3111.0,0.0,0.0,no
777.0,no,adult,529461.0,40.3,114.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,3205.0,0.0,0.0,yes
778.0,yes,adult,528461.0,38.6,52.0,20.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,none,none,more_1_liter,5.0,normal,distend_small,47.0,7.0,cloudy,2.8,no,2205.0,0.0,0.0,yes
779.0,yes,adult,533871.0,38.0,100.0,16.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,2.0,decreased,distend_small,47.0,60.0,clear,2.0,no,1400.0,0.0,0.0,yes
